Gene.ID	Gene.symbol	Description	Scientific.name	Common.name	RefSeq.Transcript.accessions	RefSeq.Protein.accessions	SPARCLE.ID	Curation.Status	RefseqSelect	Default.sequence	human_pctid	colour
116090229	Dpp4	dipeptidyl peptidase 4	Mastomys coucha	southern multimammate mouse	XM_031370422.1	XP_031226282.1	NA	model		default-seq	74.8	#FDBB6D
114622753	Dpp4	dipeptidyl peptidase 4	Grammomys surdaster		XM_028769236.1	XP_028625069.1	14933217	model		default-seq	83.8	#F47245
116901450	Dpp4	dipeptidyl peptidase 4	Rattus rattus	black rat	XM_032903386.1	XP_032759277.1	NA	model		default-seq	84.9	#F26A41
25253	Dpp4	dipeptidylpeptidase 4	Rattus norvegicus	Norway rat	NM_012789.1	NP_036921.1	14933217	curated		default-seq	84.5	#F47245
114702004	Dpp4	dipeptidyl peptidase 4	Peromyscus leucopus	white-footed mouse	XM_028882256.1	XP_028738089.1	14933217	model		default-seq	79.2	#FA9D59
102915792	Dpp4	dipeptidyl peptidase 4	Peromyscus maniculatus bairdii	prairie deer mouse	XM_006984654.2	XP_006984716.1	14933217	model		default-seq	83.7	#F47245
101988204	Dpp4	dipeptidyl peptidase 4	Microtus ochrogaster	prairie vole	XM_013346055.2	XP_013201509.1	14933217	model		default-seq	83.8	#F47245
100768361	Dpp4	dipeptidyl peptidase 4	Cricetulus griseus	Chinese hamster	XM_027420319.1	XP_027276120.1	14933217	model		default-seq	84.9	#F26A41
106021061	Dpp4	dipeptidyl peptidase 4	Mesocricetus auratus	golden hamster	NM_001310571.1	NP_001297500.1	14933217	curated		default-seq	84.3	#F47245
103744090	Dpp4	dipeptidyl peptidase 4	Nannospalax galili	Upper Galilee mountains blind mole rat	XM_008845754.3	XP_008843976.1	14933217	model		default-seq	89	#E34A33
101615116	Dpp4	dipeptidyl peptidase 4	Jaculus jaculus	lesser Egyptian jerboa	XM_004651712.1	XP_004651769.1	14933217	model		default-seq	89.6	#DF422F
105995413	Dpp4	dipeptidyl peptidase 4	Dipodomys ordii	Ord's kangaroo rat	XM_013029126.1	XP_012884580.1	14933217	model		default-seq	86.6	#EB5A3A
101564569	Dpp4	dipeptidyl peptidase 4	Octodon degus	degu	XM_023713776.1	XP_023569544.1	14933217	model		default-seq	88	#E75236
100721104	Dpp4	dipeptidyl peptidase 4	Cavia porcellus	domestic guinea pig	XM_013142394.2	XP_012997848.1	14933217	model		default-seq	86.9	#EB5A3A
102019124	Dpp4	dipeptidyl peptidase 4	Chinchilla lanigera	long-tailed chinchilla	XM_005393318.2	XP_005393375.1	14933217	model		default-seq	89.2	#E34A33
104850085	Dpp4	dipeptidyl peptidase 4	Fukomys damarensis	Damara mole-rat	XM_010606844.2	XP_010605146.1	14933217	model		default-seq	87.5	#E75236
101722925	Dpp4	dipeptidyl peptidase 4	Heterocephalus glaber	naked mole-rat	XM_013076119.2	XP_012931573.1	14933217	model		default-seq	88.4	#E75236
101955030	Dpp4	dipeptidyl peptidase 4	Ictidomys tridecemlineatus	thirteen-lined ground squirrel	XM_005315742.2	XP_005315799.1	14933217	model		default-seq	89	#E34A33
113185842	Dpp4	dipeptidyl peptidase 4	Urocitellus parryii	Arctic ground squirrel	XM_026393086.1	XP_026248871.1	14933217	model		default-seq	89.3	#E34A33
114094806	Dpp4	dipeptidyl peptidase 4	Marmota flaviventris	yellow-bellied marmot	XM_027938002.1	XP_027793803.1	14933217	model		default-seq	89.3	#E34A33
107136886	Dpp4	dipeptidyl peptidase 4	Marmota marmota marmota	Alpine marmot	XM_015479253.1	XP_015334739.1	14933217	model		default-seq	89.3	#E34A33
105819571	DPP4	dipeptidyl peptidase 4	Propithecus coquereli	Coquerel's sifaka	XM_012655850.1	XP_012511304.1	14933217	model		default-seq	94.3	#CC2526
105855041	DPP4	dipeptidyl peptidase 4	Microcebus murinus	gray mouse lemur	XM_012735717.2	XP_012591171.2	14933217	model		default-seq	93.6	#CC2526
100942000	DPP4	dipeptidyl peptidase 4	Otolemur garnettii	small-eared galago	XM_023516350.1	XP_023372118.1	14933217	model		default-seq	93.2	#D22B26
101650027	DPP4	dipeptidyl peptidase 4	Echinops telfairi	small Madagascar hedgehog	XM_013004956.1	XP_012860410.1	12012129	model		default-seq	82.5	#F7834D
102825385	DPP4	dipeptidyl peptidase 4	Chrysochloris asiatica	Cape golden mole	XM_006866987.1	XP_006867049.1	14933217	model		default-seq	86.6	#EB5A3A
102852133	DPP4	dipeptidyl peptidase 4	Elephantulus edwardii	Cape elephant shrew	XM_006879485.1	XP_006879547.1	14933217	model		default-seq	85.2	#F26A41
100662922	DPP4	dipeptidyl peptidase 4	Loxodonta africana	African savanna elephant	XM_023542885.1	XP_023398653.1	NA	model		default-seq	70.5	#FDDB8B
103197870	DPP4	dipeptidyl peptidase 4	Orycteropus afer afer		XM_007941856.1	XP_007940047.1	14933217	model		default-seq	88.5	#E75236
101418034	DPP4	dipeptidyl peptidase 4	Dasypus novemcinctus	nine-banded armadillo	XM_004464407.3	XP_004464464.1	14933217	model		default-seq	87.2	#EB5A3A
110591850	DPP4	dipeptidyl peptidase 4	Neomonachus schauinslandi	Hawaiian monk seal	XM_021702790.1	XP_021558465.1	14933217	model		default-seq	88.3	#E75236
102743918	DPP4	dipeptidyl peptidase 4	Leptonychotes weddellii	Weddell seal	XM_031030825.1	XP_030886685.1	NA	model		default-seq	61.7	#E1F2F3
116635480	DPP4	dipeptidyl peptidase 4	Phoca vitulina	harbor seal	XM_032409468.1	XP_032265359.1	NA	model		default-seq	88.1	#E75236
114216528	DPP4	dipeptidyl peptidase 4	Eumetopias jubatus	Steller sea lion	XM_028113133.1	XP_027968934.1	14933217	model		default-seq	88.8	#E34A33
113920743	DPP4	dipeptidyl peptidase 4	Zalophus californianus	California sea lion	XM_027591035.1	XP_027446836.1	14933217	model		default-seq	88.8	#E34A33
101383326	DPP4	dipeptidyl peptidase 4	Odobenus rosmarus divergens	Pacific walrus	XM_004410199.2	XP_004410256.1	14933217	model		default-seq	84.7	#F26A41
113250838	DPP4	dipeptidyl peptidase 4	Ursus arctos horribilis		XM_026492677.1	XP_026348462.1	14933217	model		default-seq	88.4	#E75236
103659868	DPP4	dipeptidyl peptidase 4	Ursus maritimus	polar bear	XM_008687491.1	XP_008685713.1	14933217	model		default-seq	83.2	#F57B49
100466928	DPP4	dipeptidyl peptidase 4	Ailuropoda melanoleuca	giant panda	XM_011231867.2	XP_011230169.1	14933217	model		default-seq	88.4	#E75236
101672664	DPP4	dipeptidyl peptidase 4	Mustela putorius furo	domestic ferret	XM_013051995.1	XP_012907449.1	14933217	model		default-seq	86.9	#EB5A3A
116597685	DPP4	dipeptidyl peptidase 4	Mustela erminea	ermine	XM_032355737.1	XP_032211628.1	NA	model		default-seq	86.9	#EB5A3A
116880886	DPP4	dipeptidyl peptidase 4	Lontra canadensis	Northern American river otter	XM_032880292.1	XP_032736183.1	NA	model		default-seq	87.3	#EB5A3A
478767	DPP4	dipeptidyl peptidase 4	Canis lupus familiaris	dog	XM_014110860.2	XP_013966335.1	14933217	model		default-seq	84.6	#F26A41
112674679	DPP4	dipeptidyl peptidase 4	Canis lupus dingo	dingo	XM_025471054.1	XP_025326839.1	14933217	model		default-seq	85.6	#EE623E
112916582	DPP4	dipeptidyl peptidase 4	Vulpes vulpes	red fox	XM_025994294.1	XP_025850079.1	14933217	model		default-seq	81.7	#F7834D
493787	DPP4	dipeptidyl peptidase 4	Felis catus	domestic cat	NM_001009838.1	NP_001009838.1	14933217	curated		default-seq	88	#E75236
106984589	DPP4	dipeptidyl peptidase 4	Acinonyx jubatus	cheetah	XM_015082793.2	XP_014938279.1	14933217	model		default-seq	88	#E75236
115520638	DPP4	dipeptidyl peptidase 4	Lynx canadensis	Canada lynx	XM_030325200.2	XP_030181060.1	NA	model		default-seq	87.9	#E75236
112871826	DPP4	dipeptidyl peptidase 4	Puma concolor	puma	XM_025934890.1	XP_025790675.1	14933217	model		default-seq	87.9	#E75236
102971960	DPP4	dipeptidyl peptidase 4	Panthera tigris altaica	Amur tiger	XM_007078452.1	XP_007078514.1	14933217	model		default-seq	87.1	#EB5A3A
109271956	DPP4	dipeptidyl peptidase 4	Panthera pardus	leopard	XM_019457684.1	XP_019313229.1	14933217	model		default-seq	87.3	#EB5A3A
115287771	DPP4	dipeptidyl peptidase 4	Suricata suricatta	meerkat	XM_029934484.1	XP_029790344.1	NA	model		default-seq	86	#EE623E
102425390	DPP4	dipeptidyl peptidase 4	Myotis lucifugus	little brown bat	XM_014445986.2	XP_014301472.1	14933217	model		default-seq	83.2	#F57B49
102764554	DPP4	dipeptidyl peptidase 4	Myotis davidii		XM_006766490.2	XP_006766553.1	14933217	model		default-seq	82.1	#F7834D
102253137	DPP4	dipeptidyl peptidase 4	Myotis brandtii	Brandt's bat	XM_005859372.2	XP_005859434.1	14933217	model		default-seq	83.3	#F57B49
103283510	DPP4	dipeptidyl peptidase 4	Eptesicus fuscus	big brown bat	XM_028141092.1	XP_027996893.1	14933217	model		default-seq	84.3	#F47245
107524885	DPP4	dipeptidyl peptidase 4	Miniopterus natalensis		XM_016196976.1	XP_016052462.1	14933217	model		default-seq	83.6	#F47245
114494633	DPP4	dipeptidyl peptidase 4	Phyllostomus discolor	pale spear-nosed bat	XM_028509902.1	XP_028365703.1	14933217	model		default-seq	83	#F57B49
112322239	DPP4	dipeptidyl peptidase 4	Desmodus rotundus	common vampire bat	XM_024579835.1	XP_024435603.1	14933217	model		default-seq	84.1	#F47245
109379863	DPP4	dipeptidyl peptidase 4	Hipposideros armiger	great roundleaf bat	XM_019636841.1	XP_019492386.1	14933217	model		default-seq	84.6	#F26A41
117025802	DPP4	dipeptidyl peptidase 4	Rhinolophus ferrumequinum	greater horseshoe bat	XM_033112013.1	XP_032967904.1	NA	model		default-seq	85.4	#F26A41
105291033	DPP4	dipeptidyl peptidase 4	Pteropus vampyrus	large flying fox	XM_011358539.2	XP_011356841.1	14933217	model		default-seq	82.9	#F57B49
102887619	DPP4	dipeptidyl peptidase 4	Pteropus alecto	black flying fox	XM_015596622.2	XP_015452108.1	14933217	model		default-seq	83.7	#F47245
107511738	DPP4	dipeptidyl peptidase 4	Rousettus aegyptiacus	Egyptian rousette	XM_016146439.1	XP_016001925.1	14933217	model		default-seq	88.4	#E75236
106843167	DPP4	dipeptidyl peptidase 4	Equus asinus	ass	XM_014860096.1	XP_014715582.1	12012129	model		default-seq	89.8	#DF422F
103554423	DPP4	dipeptidyl peptidase 4	Equus przewalskii	Przewalski's horse	XM_008525459.1	XP_008523681.1	12012129	model		default-seq	89.9	#DF422F
100061124	DPP4	dipeptidyl peptidase 4	Equus caballus	horse	XM_023623018.1	XP_023478786.1	12012129	model		default-seq	84.1	#F47245
101320405	DPP4	dipeptidyl peptidase 4	Tursiops truncatus	common bottlenose dolphin	XM_019923172.1	XP_019778731.1	14933217	model		default-seq	84.8	#F26A41
113632576	DPP4	dipeptidyl peptidase 4	Lagenorhynchus obliquidens	Pacific white-sided dolphin	XM_027129826.1	XP_026985627.1	14933217	model		default-seq	84.5	#F47245
115851015	DPP4	dipeptidyl peptidase 4	Globicephala melas	long-finned pilot whale	XM_030852609.1	XP_030708469.1	NA	model		default-seq	89.3	#E34A33
101272821	DPP4	dipeptidyl peptidase 4	Orcinus orca	killer whale	XM_004283621.3	XP_004283669.1	14933217	model		default-seq	88.9	#E34A33
114896616	DPP4	dipeptidyl peptidase 4	Monodon monoceros	narwhal	XM_029224651.1	XP_029080484.1	14933217	model		default-seq	89.6	#DF422F
111172798	DPP4	dipeptidyl peptidase 4	Delphinapterus leucas	beluga whale	XM_022569882.2	XP_022425590.1	14933217	model		default-seq	85.1	#F26A41
116756563	DPP4	dipeptidyl peptidase 4	Phocoena sinus	vaquita	XM_032637176.1	XP_032493067.1	NA	model		default-seq	86.1	#EE623E
103088488	DPP4	dipeptidyl peptidase 4	Lipotes vexillifer	Yangtze River dolphin	XM_007464494.1	XP_007464556.1	14933217	model		default-seq	90.3	#DF422F
103006497	DPP4	dipeptidyl peptidase 4	Balaenoptera acutorostrata scammoni		XM_007183309.1	XP_007183371.1	14933217	model		default-seq	80	#F99455
102995718	DPP4	dipeptidyl peptidase 4	Physeter catodon	sperm whale	XM_007105292.3	XP_007105354.1	14933217	model		default-seq	89.7	#DF422F
102518715	DPP4	dipeptidyl peptidase 4	Camelus ferus	Wild Bactrian camel	XM_032479571.1	XP_032335462.1	NA	model		default-seq	79.4	#FA9D59
105093689	DPP4	dipeptidyl peptidase 4	Camelus dromedarius	Arabian camel	XM_031451544.1	XP_031307404.1	NA	model		default-seq	85.5	#EE623E
105082002	DPP4	dipeptidyl peptidase 4	Camelus bactrianus	Bactrian camel	XM_010971448.1	XP_010969750.1	14933217	model		default-seq	88.1	#E75236
102542089	DPP4	dipeptidyl peptidase 4	Vicugna pacos	alpaca	XM_015250239.2	XP_015105725.1	14933217	model		default-seq	85.1	#F26A41
397492	DPP4	dipeptidyl peptidase 4	Sus scrofa	pig	NM_214257.1	NP_999422.1	14933217	curated		default-seq	88.4	#E75236
102415213	DPP4	dipeptidyl peptidase 4	Bubalus bubalis	water buffalo	XM_025275905.1	XP_025131690.1	14933217	model		default-seq	88	#E75236
105002388	DPP4	dipeptidyl peptidase 4	Bison bison bison		XM_010858964.1	XP_010857266.1	14933217	model		default-seq	87.6	#E75236
102264961	DPP4	dipeptidyl peptidase 4	Bos mutus	wild yak	XM_005897282.2	XP_005897344.1	14933217	model		default-seq	88.6	#E34A33
281122	DPP4	dipeptidyl peptidase 4	Bos taurus	cattle	NM_174039.3	NP_776464.1	14933217	curated		default-seq	88.6	#E34A33
113903322	DPP4	dipeptidyl peptidase 4	Bos indicus x Bos taurus	hybrid cattle	XM_027559292.1	XP_027415093.1	14933217	model		default-seq	88.6	#E34A33
109575250	DPP4	dipeptidyl peptidase 4	Bos indicus	zebu cattle	XM_019983260.1	XP_019838819.1	14933217	model		default-seq	84.2	#F47245
100170324	DPP4	dipeptidyl peptidase 4	Ovis aries	sheep	XM_004004660.4	XP_004004709.1	14933217	model		default-seq	87.7	#E75236
102184205	DPP4	dipeptidyl peptidase 4	Capra hircus	goat	XM_005676046.3	XP_005676103.1	14933217	model		default-seq	88	#E75236
110130102	DPP4	dipeptidyl peptidase 4	Odocoileus virginianus texanus		XM_020881845.1	XP_020737504.1	14933217	model		default-seq	87.6	#E75236
108399548	DPP4	dipeptidyl peptidase 4	Manis javanica	Malayan pangolin	XM_017664375.1	XP_017519864.1	14933217	model		default-seq	89.3	#E34A33
103114154	DPP4	dipeptidyl peptidase 4	Erinaceus europaeus	western European hedgehog	XM_016188444.1	XP_016043930.1	14933217	model		default-seq	84.3	#F47245
101556883	DPP4	dipeptidyl peptidase 4	Sorex araneus	European shrew	XM_004608172.1	XP_004608229.1	14933217	model		default-seq	83.4	#F57B49
101622630	DPP4	dipeptidyl peptidase 4	Condylura cristata	star-nosed mole	XM_004674874.2	XP_004674931.1	12012129	model		default-seq	74.8	#FDBB6D
114045809	DPP4	dipeptidyl peptidase 4	Vombatus ursinus	common wombat	XM_027865989.1	XP_027721790.1	14933217	model		default-seq	72.2	#FDCE7F
110220755	DPP4	dipeptidyl peptidase 4	Phascolarctos cinereus	koala	XM_021004926.1	XP_020860585.1	14933217	model		default-seq	70.2	#FDDB8B
100914547	DPP4	dipeptidyl peptidase 4	Sarcophilus harrisii	Tasmanian devil	XM_023499244.2	XP_023355012.1	14933217	model		default-seq	73.3	#FDC879
100022348	DPP4	dipeptidyl peptidase 4	Monodelphis domestica	gray short-tailed opossum	XM_007494267.2	XP_007494329.1	14933217	model		default-seq	68.6	#FCE094
100082186	DPP4	dipeptidyl peptidase 4	Ornithorhynchus anatinus	platypus	XM_029072243.1	XP_028928076.1	14933217	model		default-seq	70.4	#FDDB8B
104538891	DPP4	dipeptidyl peptidase 4	Mesitornis unicolor	brown roatelo	XM_010182248.1	XP_010180550.1	14933217	model		default-seq	61.8	#E1F2F3
104465660	DPP4	dipeptidyl peptidase 4	Pterocles gutturalis	yellow-throated sandgrouse	XM_010078790.1	XP_010077092.1	14933217	model		default-seq	60.3	#D4EDF4
104083037	DPP4	dipeptidyl peptidase 4	Fulmarus glacialis	Northern fulmar	XM_009586388.1	XP_009584683.1	14933217	model		default-seq	62.6	#E5EFE5
104010017	DPP4	dipeptidyl peptidase 4	Nipponia nippon	crested ibis	XM_009462077.1	XP_009460352.1	14933217	model		default-seq	58.5	#C6E6F0
104262842	DPP4	dipeptidyl peptidase 4	Gavia stellata	red-throated loon	XM_009819331.1	XP_009817633.1	14933217	model		default-seq	62.6	#E5EFE5
104621886	DPP4	dipeptidyl peptidase 4	Phaethon lepturus	White-tailed tropicbird	XM_010288504.1	XP_010286806.1	14933217	model		default-seq	61.8	#E1F2F3
103918183	DPP4	dipeptidyl peptidase 4	Pygoscelis adeliae	Adelie penguin	XM_009325445.1	XP_009323720.1	14933217	model		default-seq	62.7	#E5EFE5
103895417	DPP4	dipeptidyl peptidase 4	Aptenodytes forsteri	emperor penguin	XM_019470902.1	XP_019326447.1	14933217	model		default-seq	63.3	#E5EFE5
104163894	DPP4	dipeptidyl peptidase 4	Cariama cristata	Red-legged seriema	XM_009703041.1	XP_009701343.1	14933217	model		default-seq	62.1	#E1F2F3
104329052	DPP4	dipeptidyl peptidase 4	Opisthocomus hoazin		XM_009934134.1	XP_009932436.1	14933217	model		default-seq	62.8	#E5EFE5
104530372	DPP4	dipeptidyl peptidase 4	Antrostomus carolinensis	chuck-will's-widow	XM_029086754.1	XP_028942587.1	14933217	model		default-seq	63.7	#E9EDD8
104402032	DPP4	dipeptidyl peptidase 4	Nestor notabilis	Kea	XM_010009799.1	XP_010008101.1	14933217	model		default-seq	62.4	#E1F2F3
102089035	DPP4	dipeptidyl peptidase 4	Columba livia	rock pigeon	XM_021290908.1	XP_021146583.1	14933217	model		default-seq	64.4	#E9EDD8
104490860	DPP4	dipeptidyl peptidase 4	Buceros rhinoceros silvestris		XM_010133207.1	XP_010131509.1	14933217	model		default-seq	61.5	#E1F2F3
104300876	DPP4	dipeptidyl peptidase 4	Picoides pubescens	Downy woodpecker	XM_009901195.1	XP_009899497.1	NA	model		default-seq	59.6	#D4EDF4
104275063	DPP4	dipeptidyl peptidase 4	Apaloderma vittatum	bar-tailed trogon	XM_009870906.1	XP_009869208.1	14933217	model		default-seq	62.2	#E1F2F3
113482121	DPP4	dipeptidyl peptidase 4	Athene cunicularia	burrowing owl	XM_026852469.1	XP_026708270.1	14933217	model		default-seq	60.4	#D4EDF4
103776870	DPP4	dipeptidyl peptidase 4	Merops nubicus	carmine bee-eater	XM_008944396.1	XP_008942644.1	14933217	model		default-seq	61.8	#E1F2F3
103532703	DPP4	dipeptidyl peptidase 4	Calypte anna	Anna's hummingbird	XM_030454285.1	XP_030310145.1	NA	model		default-seq	63.3	#E5EFE5
104387517	DPP4	dipeptidyl peptidase 4	Chaetura pelagica	chimney swift	XM_009996287.1	XP_009994589.1	12012129	model		default-seq	61.6	#E1F2F3
102050925	DPP4	dipeptidyl peptidase 4	Falco cherrug	Saker falcon	XM_014282916.2	XP_014138391.1	14933217	model		default-seq	61.8	#E1F2F3
101915841	DPP4	dipeptidyl peptidase 4	Falco peregrinus	peregrine falcon	XM_013296766.2	XP_013152220.1	14933217	model		default-seq	61.8	#E1F2F3
104294958	DPP4	dipeptidyl peptidase 4	Charadrius vociferus	killdeer	XM_009894651.1	XP_009892953.1	14933217	model		default-seq	62.2	#E1F2F3
104352184	DPP4	dipeptidyl peptidase 4	Leptosomus discolor	cuckoo roller	XM_009958457.1	XP_009956759.1	14933217	model		default-seq	62.1	#E1F2F3
104833037	DPP4	dipeptidyl peptidase 4	Haliaeetus leucocephalus	bald eagle	XM_010569541.1	XP_010567843.1	14933217	model		default-seq	52.7	#A3D3E5
104317897	DPP4	dipeptidyl peptidase 4	Haliaeetus albicilla	white-tailed eagle	XM_009918923.1	XP_009917225.1	14933217	model		default-seq	62	#E1F2F3
115342578	DPP4	dipeptidyl peptidase 4	Aquila chrysaetos chrysaetos		XM_030017006.1	XP_029872866.1	NA	model		default-seq	64.6	#EDEACA
104041799	DPP4	dipeptidyl peptidase 4	Phalacrocorax carbo	great cormorant	XM_009501127.1	XP_009499422.1	14933217	model		default-seq	61.1	#DBF0F6
104511071	DPP4	dipeptidyl peptidase 4	Eurypyga helias	sunbittern	XM_010153533.1	XP_010151835.1	14933217	model		default-seq	62.8	#E5EFE5
104054612	DPP4	dipeptidyl peptidase 4	Cuculus canorus	common cuckoo	XM_009555653.1	XP_009553948.1	14933217	model		default-seq	57.7	#C6E6F0
104127992	DPP4	dipeptidyl peptidase 4	Egretta garzetta	little egret	XM_009640707.1	XP_009639002.1	14933217	model		default-seq	61.6	#E1F2F3
104382182	DPP4	dipeptidyl peptidase 4	Tauraco erythrolophus	red-crested turaco	XM_009990073.1	XP_009988375.1	14933217	model		default-seq	59.4	#CDE9F2
104477041	DPP4	dipeptidyl peptidase 4	Chlamydotis macqueenii	Macqueen's bustard	XM_010117024.1	XP_010115326.1	14933217	model		default-seq	62.7	#E5EFE5
102040187	DPP4	dipeptidyl peptidase 4	Geospiza fortis	medium ground-finch	XM_014306574.2	XP_014162049.2	NA	model		default-seq	50.1	#8EC2DC
115905974	DPP4	dipeptidyl peptidase 4	Camarhynchus parvulus		XM_030952748.1	XP_030808608.1	NA	model		default-seq	63.4	#E5EFE5
102072343	DPP4	dipeptidyl peptidase 4	Zonotrichia albicollis	white-throated sparrow	XM_014265728.2	XP_014121203.1	12012129	model		default-seq	63	#E5EFE5
103814683	DPP4	dipeptidyl peptidase 4	Serinus canaria	Common canary	XM_018911469.2	XP_018767014.2	NA	model		default-seq	63.3	#E5EFE5
100231365	DPP4	dipeptidyl peptidase 4	Taeniopygia guttata	zebra finch	XM_030278373.2	XP_030134233.2	NA	model		default-seq	63.2	#E5EFE5
110469654	DPP4	dipeptidyl peptidase 4	Lonchura striata domestica	Bengalese finch	XM_021528605.1	XP_021384280.1	14933217	model		default-seq	56.9	#BFE3EE
111931734	DPP4	dipeptidyl peptidase 4	Cyanistes caeruleus	blue tit	XM_023930450.1	XP_023786218.1	14933217	model		default-seq	61.2	#DBF0F6
107207442	DPP4	dipeptidyl peptidase 4	Parus major	Great Tit	XM_015634518.2	XP_015490004.1	14933217	model		default-seq	63.9	#E9EDD8
102104870	DPP4	dipeptidyl peptidase 4	Pseudopodoces humilis	Tibetan ground-tit	XM_014249143.1	XP_014104618.1	14933217	model		default-seq	63.8	#E9EDD8
106855895	DPP4	dipeptidyl peptidase 4	Sturnus vulgaris	Common starling	XM_014880883.1	XP_014736369.1	14933217	model		default-seq	63.2	#E5EFE5
116998924	DPP4	dipeptidyl peptidase 4	Catharus ustulatus	Swainson's thrush	XM_033065134.1	XP_032921025.1	NA	model		default-seq	63.5	#E9EDD8
