Gene.ID	Gene.symbol	Description	Scientific.name	Common.name	RefSeq.Transcript.accessions	RefSeq.Protein.accessions	SPARCLE.ID	Curation.Status	RefseqSelect	Default.sequence	human_pctid	colour
101373514	ACE2	angiotensin I converting enzyme 2	Odobenus rosmarus divergens	Pacific walrus	XM_004415391.1	XP_004415448.1	11117526	model		default-seq	75.3	#FDBB6D
101673097	ACE2	angiotensin I converting enzyme 2	Mustela putorius furo	domestic ferret	NM_001310190.1	NP_001297119.1	11117526	curated		default-seq	82.6	#F57B49
116583680	ACE2	angiotensin I converting enzyme 2	Mustela erminea	ermine	XM_032331786.1	XP_032187677.1	NA	model		default-seq	83	#F57B49
116880771	ACE2	angiotensin I converting enzyme 2	Lontra canadensis	Northern American river otter	XM_032880137.1	XP_032736028.1	NA	model		default-seq	82.7	#F57B49
103668146	ACE2	angiotensin I converting enzyme 2	Ursus maritimus	polar bear	XM_008696415.1	XP_008694637.1	11117526	model		default-seq	82.4	#F7834D
113240702	ACE2	angiotensin I converting enzyme 2	Ursus arctos horribilis		XM_026478080.1	XP_026333865.1	11117526	model		default-seq	83.7	#F47245
100465802	ACE2	angiotensin I converting enzyme 2	Ailuropoda melanoleuca	giant panda	XM_002930611.3	XP_002930657.1	11117526	model		default-seq	83.2	#F57B49
480847	ACE2	angiotensin I converting enzyme 2	Canis lupus familiaris	dog	NM_001165260.1	NP_001158732.1	11117526	curated		default-seq	83.5	#F47245
112653200	ACE2	angiotensin I converting enzyme 2	Canis lupus dingo	dingo	XM_025437140.1	XP_025292925.1	11117526	model		default-seq	84	#F47245
112910549	ACE2	angiotensin I converting enzyme 2	Vulpes vulpes	red fox	XM_025986727.1	XP_025842512.1	11117526	model		default-seq	83.6	#F47245
554349	ACE2	angiotensin I converting enzyme 2	Felis catus	domestic cat	XM_023248796.1	XP_023104564.1	11117526	model		default-seq	84.6	#F26A41
115506976	ACE2	angiotensin I converting enzyme 2	Lynx canadensis	Canada lynx	XM_030304979.1	XP_030160839.1	NA	model		default-seq	85.1	#F26A41
106974224	ACE2	angiotensin I converting enzyme 2	Acinonyx jubatus	cheetah	XM_027054496.1	XP_026910297.1	11117526	model		default-seq	85.2	#F26A41
112871621	ACE2	angiotensin I converting enzyme 2	Puma concolor	puma	XM_025934632.1	XP_025790417.1	11117526	model		default-seq	85.6	#EE623E
109248320	ACE2	angiotensin I converting enzyme 2	Panthera pardus	leopard	XM_019417963.1	XP_019273508.1	11117526	model		default-seq	85.5	#EE623E
102965716	ACE2	angiotensin I converting enzyme 2	Panthera tigris altaica	Amur tiger	XM_007090080.2	XP_007090142.1	11117526	model		default-seq	84.8	#F26A41
115283909	ACE2	angiotensin I converting enzyme 2	Suricata suricatta	meerkat	XM_029930396.1	XP_029786256.1	NA	model		default-seq	82.9	#F57B49
108390919	ACE2	angiotensin I converting enzyme 2	Manis javanica	Malayan pangolin	XM_017650257.1	XP_017505746.1	11117526	model		default-seq	84.8	#F26A41
70008	Ace2	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2	Mus musculus	house mouse	NM_027286.4	NP_081562.2	11117526	curated	RefseqSelect	default-seq	82.1	#F7834D
110286854	Ace2	angiotensin I converting enzyme 2	Mus caroli	Ryukyu mouse	XM_021153479.2	XP_021009138.1	11117526	model		default-seq	82.2	#F7834D
110313851	Ace2	angiotensin I converting enzyme 2	Mus pahari	shrew mouse	XM_021188276.2	XP_021043935.1	11117526	model		default-seq	83	#F57B49
116090418	Ace2	angiotensin I converting enzyme 2	Mastomys coucha	southern multimammate mouse	XM_031370882.1	XP_031226742.1	NA	model		default-seq	81.8	#F7834D
114616697	Ace2	angiotensin I converting enzyme 2	Grammomys surdaster		XM_028762128.1	XP_028617961.1	11117526	model		default-seq	82.5	#F7834D
116889074	Ace2	angiotensin I converting enzyme 2	Rattus rattus	black rat	XM_032890254.1	XP_032746145.1	NA	model		default-seq	79.3	#FA9D59
302668	Ace2	angiotensin I converting enzyme 2	Rattus norvegicus	Norway rat	NM_001012006.1	NP_001012006.1	11117526	curated		default-seq	82.5	#F7834D
100772552	Ace2	angiotensin I converting enzyme 2	Cricetulus griseus	Chinese hamster	XM_003503235.4	XP_003503283.1	11117526	model		default-seq	84.3	#F47245
101823817	Ace2	angiotensin I converting enzyme 2	Mesocricetus auratus	golden hamster	XM_005074209.2	XP_005074266.1	11117526	model		default-seq	84.5	#F47245
101993255	Ace2	angiotensin I converting enzyme 2	Microtus ochrogaster	prairie vole	XM_005358761.3	XP_005358818.1	11117526	model		default-seq	83.7	#F47245
114705723	Ace2	angiotensin I converting enzyme 2	Peromyscus leucopus	white-footed mouse	XM_028887776.1	XP_028743609.1	11117526	model		default-seq	83.1	#F57B49
102919340	Ace2	angiotensin I converting enzyme 2	Peromyscus maniculatus bairdii	prairie deer mouse	XM_006973207.2	XP_006973269.1	11117526	model		default-seq	83.6	#F47245
103740288	Ace2	angiotensin I converting enzyme 2	Nannospalax galili	Upper Galilee mountains blind mole rat	XM_008840876.2	XP_008839098.1	11117526	model		default-seq	82.6	#F57B49
101597469	Ace2	angiotensin I converting enzyme 2	Jaculus jaculus	lesser Egyptian jerboa	XM_004671466.2	XP_004671523.1	11117526	model		default-seq	84.8	#F26A41
100302675	Ace2	angiotensin I converting enzyme 2	Cavia porcellus	domestic guinea pig	XM_023562040.1	XP_023417808.1	11117526	model		default-seq	76.5	#FDB467
101586254	Ace2	angiotensin I converting enzyme 2	Octodon degus	degu	XM_023719547.1	XP_023575315.1	11117526	model		default-seq	81.8	#F7834D
102015756	Ace2	angiotensin I converting enzyme 2	Chinchilla lanigera	long-tailed chinchilla	XM_013506974.1	XP_013362428.1	11117526	model		default-seq	84.7	#F26A41
104876936	Ace2	angiotensin I converting enzyme 2	Fukomys damarensis	Damara mole-rat	XM_010645175.2	XP_010643477.1	11117526	model		default-seq	84.7	#F26A41
101697829	Ace2	angiotensin I converting enzyme 2	Heterocephalus glaber	naked mole-rat	XM_004866100.3	XP_004866157.1	11117526	model		default-seq	84.6	#F26A41
105997641	Ace2	angiotensin I converting enzyme 2	Dipodomys ordii	Ord's kangaroo rat	XM_013032118.1	XP_012887572.1	11117526	model		default-seq	82.2	#F7834D
107144246	Ace2	angiotensin I converting enzyme 2	Marmota marmota marmota	Alpine marmot	XM_015488054.1	XP_015343540.1	11117526	model		default-seq	83.8	#F47245
114101496	Ace2	angiotensin I converting enzyme 2	Marmota flaviventris	yellow-bellied marmot	XM_027946507.1	XP_027802308.1	11117526	model		default-seq	83.7	#F47245
113188420	Ace2	angiotensin I converting enzyme 2	Urocitellus parryii	Arctic ground squirrel	XM_026396720.1	XP_026252505.1	11117526	model		default-seq	83.7	#F47245
101962991	Ace2	angiotensin I converting enzyme 2	Ictidomys tridecemlineatus	thirteen-lined ground squirrel	XM_005315994.3	XP_005316051.3	11117526	model		default-seq	84.3	#F47245
100327258	ACE2	angiotensin I converting enzyme 2	Oryctolagus cuniculus	rabbit	XM_002719845.3	XP_002719891.1	11117526	model		default-seq	85.2	#F26A41
101526767	ACE2	angiotensin I converting enzyme 2	Ochotona princeps	American pika	XM_004597492.2	XP_004597549.2	11117526	model		default-seq	80.8	#F88C51
102484728	ACE2	angiotensin I converting enzyme 2	Tupaia chinensis	Chinese tree shrew	XM_006164692.3	XP_006164754.1	11117526	model		default-seq	80.7	#F88C51
712790	ACE2	angiotensin I converting enzyme 2	Macaca mulatta	Rhesus monkey	NM_001135696.1	NP_001129168.1	11117526	curated		default-seq	94.9	#C51F26
105478157	ACE2	angiotensin I converting enzyme 2	Macaca nemestrina	pig-tailed macaque	XM_011735203.2	XP_011733505.1	11117526	model		default-seq	95.3	#C51F26
102130864	ACE2	angiotensin I converting enzyme 2	Macaca fascicularis	crab-eating macaque	XM_005593037.2	XP_005593094.1	11117526	model		default-seq	95.2	#C51F26
105550583	ACE2	angiotensin I converting enzyme 2	Mandrillus leucophaeus	drill	XM_011995533.1	XP_011850923.1	11117526	model		default-seq	94.9	#C51F26
105574684	ACE2	angiotensin I converting enzyme 2	Cercocebus atys	sooty mangabey	XM_012035808.1	XP_011891198.1	11117526	model		default-seq	95.2	#C51F26
103231639	ACE2	angiotensin I converting enzyme 2	Chlorocebus sabaeus	green monkey	XM_007991113.1	XP_007989304.1	11117526	model		default-seq	94.8	#C51F26
112615413	ACE2	angiotensin I converting enzyme 2	Theropithecus gelada	gelada	XM_025372062.1	XP_025227847.1	11117526	model		default-seq	95.3	#C51F26
101008749	ACE2	angiotensin I converting enzyme 2	Papio anubis	olive baboon	XM_021933040.1	XP_021788732.1	11117526	model		default-seq	95.3	#C51F26
104664530	ACE2	angiotensin I converting enzyme 2	Rhinopithecus roxellana	golden snub-nosed monkey	XM_010366065.2	XP_010364367.2	NA	model		default-seq	95.3	#C51F26
108539696	ACE2	angiotensin I converting enzyme 2	Rhinopithecus bieti	black snub-nosed monkey	XM_017888580.1	XP_017744069.1	11117526	model		default-seq	85.2	#F26A41
117077264	ACE2	angiotensin I converting enzyme 2	Trachypithecus francoisi	Francois's langur	XM_033200918.1	XP_033056809.1	NA	model		default-seq	93.8	#CC2526
111531712	ACE2	angiotensin I converting enzyme 2	Piliocolobus tephrosceles	Ugandan red Colobus	XM_023199053.2	XP_023054821.1	11117526	model		default-seq	95	#C51F26
465511	ACE2	angiotensin I converting enzyme 2	Pan troglodytes	chimpanzee	XM_016942979.1	XP_016798468.1	11117526	model		default-seq	99	#AB0626
100970340	ACE2	angiotensin I converting enzyme 2	Pan paniscus	pygmy chimpanzee	XM_008974180.1	XP_008972428.1	11117526	model		default-seq	99	#AB0626
59272	ACE2	angiotensin I converting enzyme 2	Homo sapiens	human	NM_001371415.1	NP_001358344.1	NA	curated	RefseqSelect	default-seq	100	#A50026
101142534	ACE2	angiotensin I converting enzyme 2	Gorilla gorilla	western gorilla	XM_019019204.1	XP_018874749.1	11117526	model		default-seq	99	#AB0626
100171441	ACE2	angiotensin I converting enzyme 2	Pongo abelii	Sumatran orangutan	NM_001131132.2	NP_001124604.1	11117526	curated		default-seq	98.1	#B20C26
116811532	ACE2	angiotensin I converting enzyme 2	Hylobates moloch	silvery gibbon	XM_032756617.1	XP_032612508.1	NA	model		default-seq	98	#B20C26
100602708	ACE2	angiotensin I converting enzyme 2	Nomascus leucogenys	northern white-cheeked gibbon	XM_003261084.3	XP_003261132.2	NA	model		default-seq	97.8	#B20C26
105705080	ACE2	angiotensin I converting enzyme 2	Aotus nancymaae	Ma's night monkey	XM_012434682.2	XP_012290105.1	11117526	model		default-seq	92.2	#D83228
100408882	ACE2	angiotensin I converting enzyme 2	Callithrix jacchus	white-tufted-ear marmoset	XM_008988993.1	XP_008987241.1	11117526	model		default-seq	91.7	#D83228
101045190	ACE2	angiotensin I converting enzyme 2	Saimiri boliviensis	Bolivian squirrel monkey	XM_010336623.1	XP_010334925.1	11117526	model		default-seq	92	#D83228
116556688	ACE2	angiotensin I converting enzyme 2	Sapajus apella	Tufted capuchin	XM_032285963.1	XP_032141854.1	NA	model		default-seq	92.5	#D83228
105805773	ACE2	angiotensin I converting enzyme 2	Propithecus coquereli	Coquerel's sifaka	XM_012638731.1	XP_012494185.1	11117526	model		default-seq	83.5	#F47245
105882317	ACE2	angiotensin I converting enzyme 2	Microcebus murinus	gray mouse lemur	XM_020285237.1	XP_020140826.1	11117526	model		default-seq	77.9	#FBA55D
100951881	ACE2	angiotensin I converting enzyme 2	Otolemur garnettii	small-eared galago	XM_003791864.2	XP_003791912.1	11117526	model		default-seq	81.9	#F7834D
102871104	ACE2	angiotensin I converting enzyme 2	Elephantulus edwardii	Cape elephant shrew	XM_006892395.1	XP_006892457.1	11117526	model		default-seq	77.5	#FBA55D
100663153	ACE2	angiotensin I converting enzyme 2	Loxodonta africana	African savanna elephant	XM_023555192.1	XP_023410960.1	11117526	model		default-seq	80.7	#F88C51
103207264	ACE2	angiotensin I converting enzyme 2	Orycteropus afer afer		XM_007952837.1	XP_007951028.1	11117526	model		default-seq	79.4	#FA9D59
101656395	ACE2	angiotensin I converting enzyme 2	Echinops telfairi	small Madagascar hedgehog	XM_004709945.1	XP_004710002.1	11117526	model		default-seq	74.7	#FDBB6D
102837906	ACE2	angiotensin I converting enzyme 2	Chrysochloris asiatica	Cape golden mole	XM_006835610.1	XP_006835673.1	11117526	model		default-seq	78.4	#FBA55D
101429092	ACE2	angiotensin I converting enzyme 2	Dasypus novemcinctus	nine-banded armadillo	XM_004449067.3	XP_004449124.1	11117526	model		default-seq	79.1	#FA9D59
103127724	ACE2	angiotensin I converting enzyme 2	Erinaceus europaeus	western European hedgehog	XM_007538608.2	XP_007538670.1	11117526	model		default-seq	79	#FA9D59
101621202	ACE2	angiotensin I converting enzyme 2	Condylura cristata	star-nosed mole	XM_012730417.1	XP_012585871.1	11117526	model		default-seq	77.1	#FDAE61
101538370	ACE2	angiotensin I converting enzyme 2	Sorex araneus	European shrew	XM_004612209.1	XP_004612266.1	11117526	model		default-seq	73.7	#FDC173
110222490	ACE2	angiotensin I converting enzyme 2	Phascolarctos cinereus	koala	XM_021007494.1	XP_020863153.1	11117526	model		default-seq	71.2	#FDD585
114022922	ACE2	angiotensin I converting enzyme 2	Vombatus ursinus	common wombat	XM_027835355.1	XP_027691156.1	11117526	model		default-seq	71.9	#FDCE7F
100917420	ACE2	angiotensin I converting enzyme 2	Sarcophilus harrisii	Tasmanian devil	XM_031958965.1	XP_031814825.1	NA	model		default-seq	70.5	#FDDB8B
100031783	ACE2	angiotensin I converting enzyme 2	Monodelphis domestica	gray short-tailed opossum	XM_007500873.2	XP_007500935.1	11117526	model		default-seq	70.9	#FDD585
100085223	ACE2	angiotensin I converting enzyme 2	Ornithorhynchus anatinus	platypus	XM_001515547.4	XP_001515597.2	11117526	model		default-seq	67.9	#F8E3A2
115907562	ACE2	angiotensin I converting enzyme 2	Camarhynchus parvulus		XM_030955525.1	XP_030811385.1	NA	model		default-seq	66.8	#F4E5AF
102037445	ACE2	angiotensin I converting enzyme 2	Geospiza fortis	medium ground-finch	XM_005426164.1	XP_005426221.1	11117526	model		default-seq	66.5	#F0E8BD
102067801	ACE2	angiotensin I converting enzyme 2	Zonotrichia albicollis	white-throated sparrow	XM_005491775.2	XP_005491832.2	11117526	model		default-seq	65.6	#F0E8BD
103815821	ACE2	angiotensin I converting enzyme 2	Serinus canaria	Common canary	XM_009089674.3	XP_009087922.1	11117526	model		default-seq	66.5	#F0E8BD
110471619	ACE2	angiotensin I converting enzyme 2	Lonchura striata domestica	Bengalese finch	XM_021532351.2	XP_021388026.1	11117526	model		default-seq	65.2	#EDEACA
100232752	ACE2	angiotensin I converting enzyme 2	Taeniopygia guttata	zebra finch	XM_002194267.4	XP_002194303.4	NA	model		default-seq	65.8	#F0E8BD
107206020	ACE2	angiotensin I converting enzyme 2	Parus major	Great Tit	XM_015631329.2	XP_015486815.1	11117526	model		default-seq	66.5	#F0E8BD
102108306	ACE2	angiotensin I converting enzyme 2	Pseudopodoces humilis	Tibetan ground-tit	XM_005516655.1	XP_005516712.1	11117526	model		default-seq	67.2	#F4E5AF
111922841	ACE2	angiotensin I converting enzyme 2	Cyanistes caeruleus	blue tit	XM_023918416.1	XP_023774184.1	11117526	model		default-seq	66.5	#F0E8BD
101814772	ACE2	angiotensin I converting enzyme 2	Ficedula albicollis	collared flycatcher	XM_005037365.1	XP_005037422.1	11117526	model		default-seq	66.1	#F0E8BD
116992285	ACE2	angiotensin I converting enzyme 2	Catharus ustulatus	Swainson's thrush	XM_033051740.1	XP_032907631.1	NA	model		default-seq	61.6	#E1F2F3
106852915	ACE2	angiotensin I converting enzyme 2	Sturnus vulgaris	Common starling	XM_014875884.1	XP_014731370.1	11117526	model		default-seq	65.9	#F0E8BD
104686166	ACE2	angiotensin I converting enzyme 2	Corvus cornix cornix		XM_010394433.3	XP_010392735.2	11117526	model		default-seq	66.4	#F0E8BD
116440212	ACE2	angiotensin I converting enzyme 2	Corvus moneduloides	New Caledonian crow	XM_032100703.1	XP_031956594.1	NA	model		default-seq	66.7	#F4E5AF
103611746	ACE2	angiotensin I converting enzyme 2	Corvus brachyrhynchos	American crow	XM_017728394.1	XP_017583883.1	11117526	model		default-seq	63	#E5EFE5
103810970	ACE2	angiotensin I converting enzyme 2	Acanthisitta chloris	rifleman	XM_009083902.1	XP_009082150.1	10973133	model		default-seq	50.7	#95C7DF
103760034	ACE2	angiotensin I converting enzyme 2	Manacus vitellinus	golden-collared manakin	XM_018084005.2	XP_017939494.2	NA	model		default-seq	65.2	#EDEACA
108495975	ACE2	angiotensin I converting enzyme 2	Lepidothrix coronata	blue-crowned manakin	XM_017812240.1	XP_017667729.1	11117526	model		default-seq	65.3	#EDEACA
113996841	ACE2	angiotensin I converting enzyme 2	Pipra filicauda	Wire-tailed manakin	XM_027738173.1	XP_027593974.1	11117526	model		default-seq	65.2	#EDEACA
113945162	ACE2	angiotensin I converting enzyme 2	Corapipo altera	White-ruffed manakin	XM_027639017.1	XP_027494818.1	11117526	model		default-seq	65	#EDEACA
113970285	ACE2	angiotensin I converting enzyme 2	Neopelma chrysocephalum	saffron-crested tyrant-manakin	XM_027689063.1	XP_027544864.1	11117526	model		default-seq	65.4	#EDEACA
114066567	ACE2	angiotensin I converting enzyme 2	Empidonax traillii	willow flycatcher	XM_027901350.1	XP_027757151.1	11117526	model		default-seq	65.5	#F0E8BD
103529347	ACE2	angiotensin I converting enzyme 2	Calypte anna	Anna's hummingbird	XM_008494775.2	XP_008492997.2	NA	model		default-seq	65.9	#F0E8BD
104385382	ACE2	angiotensin I converting enzyme 2	Chaetura pelagica	chimney swift	XM_009993826.1	XP_009992128.1	11117526	model		default-seq	65.7	#F0E8BD
104537500	ACE2	angiotensin I converting enzyme 2	Mesitornis unicolor	brown roatelo	XM_010180401.1	XP_010178703.1	11117526	model		default-seq	65.2	#EDEACA
106898778	ACE2	angiotensin I converting enzyme 2	Calidris pugnax	ruff	XM_014960219.1	XP_014815705.1	11117526	model		default-seq	64.3	#E9EDD8
104289986	ACE2	angiotensin I converting enzyme 2	Charadrius vociferus	killdeer	XM_009889029.1	XP_009887331.1	11117526	model		default-seq	66.2	#F0E8BD
104502443	ACE2	angiotensin I converting enzyme 2	Eurypyga helias	sunbittern	XM_010158165.1	XP_010156467.1	11117526	model		default-seq	64.7	#EDEACA
104310355	ACE2	angiotensin I converting enzyme 2	Haliaeetus albicilla	white-tailed eagle	XM_009927339.1	XP_009925641.1	11117522	model		default-seq	54.8	#B1DCEA
104840548	ACE2	angiotensin I converting enzyme 2	Haliaeetus leucocephalus	bald eagle	XM_010581526.1	XP_010579828.1	11117526	model		default-seq	63.3	#E5EFE5
115334679	ACE2	angiotensin I converting enzyme 2	Aquila chrysaetos chrysaetos		XM_029999165.1	XP_029855025.1	NA	model		default-seq	65.5	#F0E8BD
101911905	ACE2	angiotensin I converting enzyme 2	Falco peregrinus	peregrine falcon	XM_005231927.2	XP_005231984.2	11117526	model		default-seq	63.1	#E5EFE5
102045810	ACE2	angiotensin I converting enzyme 2	Falco cherrug	Saker falcon	XM_005443036.2	XP_005443093.2	11117526	model		default-seq	64.2	#E9EDD8
104165694	ACE2	angiotensin I converting enzyme 2	Cariama cristata	Red-legged seriema	XM_009705393.1	XP_009703695.1	11117526	model		default-seq	65.4	#EDEACA
104405453	ACE2	angiotensin I converting enzyme 2	Nestor notabilis	Kea	XM_010014179.1	XP_010012481.1	10973133	model		default-seq	51.3	#95C7DF
104624367	ACE2	angiotensin I converting enzyme 2	Phaethon lepturus	White-tailed tropicbird	XM_010291717.1	XP_010290019.1	11117526	model		default-seq	64.3	#E9EDD8
113480767	ACE2	angiotensin I converting enzyme 2	Athene cunicularia	burrowing owl	XM_026849924.1	XP_026705725.1	11117526	model		default-seq	63.1	#E5EFE5
104075932	ACE2	angiotensin I converting enzyme 2	Fulmarus glacialis	Northern fulmar	XM_009576601.1	XP_009574896.1	11117522	model		default-seq	53.5	#ABD9E9
104261683	ACE2	angiotensin I converting enzyme 2	Gavia stellata	red-throated loon	XM_009817825.1	XP_009816127.1	11117526	model		default-seq	66	#F0E8BD
104049988	ACE2	angiotensin I converting enzyme 2	Phalacrocorax carbo	great cormorant	XM_009510775.1	XP_009509070.1	11117526	model		default-seq	65.2	#EDEACA
104022575	ACE2	angiotensin I converting enzyme 2	Nipponia nippon	crested ibis	XM_009476315.1	XP_009474590.1	11117526	model		default-seq	65.7	#F0E8BD
103918227	ACE2	angiotensin I converting enzyme 2	Pygoscelis adeliae	Adelie penguin	XM_009325492.1	XP_009323767.1	11117526	model		default-seq	64.7	#EDEACA
